station_code,state,source,source_url,retrieval_date,confidence,method
JKDP,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SIL,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BRST,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
JPRD,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
JERD,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
DEG,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
KASR,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
MWQ,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
HPGM,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
NQR,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SPSR,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
GHNH,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
RQP,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
RJGR,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
JRZ,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
KSRK,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SCPR,Odisha,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
MZM,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
DOKY,Haryana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
KES,Haryana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
TDW,Haryana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
RAA,Haryana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
MFB,Haryana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
DZP,Haryana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
JUDW,Haryana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
JUD,Haryana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
KNZ,Haryana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SSW,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
PKY,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SRE,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
HNC,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BAE,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SNKE,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
YJUD,Haryana,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BHAW,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
UTR,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BHDH,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BTRA,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SPN,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SXK,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
ROZA,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
PRPM,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
MGMY,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
KKRH,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
GMR,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BQW,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
CSA,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
KH,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
AIG,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
AJI,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SHRM,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
TDP,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BEG,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
LBH,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
ZBD,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SIQ,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
JLL,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
TLMD,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
KSF,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
PDRD,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BTP,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BRPT,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SOP,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BSBY,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
PWXP,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BXR,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BUE,Bihar,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
BKKS,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
APG,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
RMNR,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
CDRL,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
TEG,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
HGH,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
CHBS,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
AKJ,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
SYW,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
NHH,Uttar Pradesh,"Computed: point-in-polygon against geoBoundaries India ADM1 state/union-territory boundaries (William & Mary geoLab, CC BY 2.5 India; boundary source data: DataMeet India community + Election Commission of India), applied to station coordinates from datameet/railways (CC0)",https://www.geoboundaries.org/api/current/gbOpen/IND/ADM1/; https://github.com/datameet/railways,2026-09-02,verified-geometric,point_in_polygon
